date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
09-06,56.0,55.0,55.9,52.6,51.2,57.5,53.8,58.2,66.1,59.8,65.4,52.5,,51.2,52.5,54.1,58.0,64.8,66.1,55.9
09-07,56.1,52.2,55.2,54.3,53.6,55.9,56.4,57.6,62.9,60.7,63.1,54.0,,52.2,53.7,54.6,57.2,62.7,63.1,56.0
09-08,54.7,48.8,53.3,54.6,55.3,51.1,59.2,54.1,33.8,60.7,60.7,56.5,,33.8,49.0,53.6,56.1,60.5,60.7,54.6
09-09,54.7,49.5,48.0,56.6,54.5,49.0,59.8,52.9,35.0,60.5,59.3,57.1,,35.0,48.1,50.5,57.0,59.7,60.5,54.6
09-10,53.5,46.0,49.4,58.0,56.7,52.9,58.4,52.4,42.4,59.6,55.3,48.8,,42.4,46.2,50.3,56.2,58.4,59.6,53.2
09-11,47.1,45.8,51.6,58.8,56.8,56.4,58.5,46.5,49.3,57.5,54.0,49.9,,45.8,46.6,49.5,56.7,58.4,58.8,52.8
09-12,47.7,45.3,52.4,58.5,53.2,57.0,56.9,46.7,54.1,57.5,52.4,48.8,,45.3,46.8,49.9,56.1,57.4,58.5,52.8
09-13,50.5,47.3,53.5,53.7,48.6,54.1,55.4,51.9,55.0,58.0,46.2,50.5,,46.2,47.5,50.5,53.9,55.4,58.0,52.7
09-14,51.1,48.0,54.6,48.6,44.3,45.2,56.8,55.3,56.8,56.7,46.5,48.7,,44.3,45.4,48.2,55.1,56.8,56.8,49.9
09-15,52.8,49.8,55.6,47.1,44.7,45.4,58.7,56.0,56.8,56.3,49.0,48.2,,44.7,45.5,48.5,55.9,56.7,58.7,51.3
09-16,51.6,52.7,56.5,48.5,46.3,45.3,57.8,54.6,57.5,54.0,48.3,50.0,,45.3,46.5,48.9,54.4,57.4,57.8,52.1
09-17,50.5,53.9,55.3,46.8,49.0,46.7,57.3,50.5,57.3,54.1,49.1,52.4,,46.7,47.0,49.5,54.0,57.1,57.3,51.4
09-18,51.0,50.2,55.3,46.5,53.0,49.0,57.0,51.4,57.5,50.1,51.5,51.7,,46.5,49.1,50.4,52.6,56.8,57.5,51.5
09-19,52.4,47.1,54.2,49.1,55.3,49.4,54.0,50.3,56.6,51.2,53.8,49.5,,47.1,49.1,49.7,53.9,55.2,56.6,51.8
09-20,53.1,51.9,53.5,52.7,51.7,50.0,49.5,41.5,55.5,43.1,54.4,48.8,,41.5,43.7,49.6,53.0,54.3,55.5,51.8
09-21,53.1,51.2,50.0,54.2,49.1,46.4,51.5,41.2,56.3,48.5,51.5,47.2,,41.2,46.5,48.7,51.5,54.1,56.3,50.6
09-22,52.5,41.9,49.7,51.9,43.8,37.2,53.3,47.9,54.1,52.4,49.0,46.6,,37.2,42.1,47.0,52.3,53.2,54.1,49.3
09-23,51.3,42.9,51.2,53.0,35.1,31.0,53.6,48.7,54.8,51.7,47.7,43.3,,31.0,35.9,44.6,51.6,53.5,54.8,50.0
09-24,46.2,47.9,55.2,56.0,40.2,31.9,53.3,49.4,56.1,50.4,49.0,47.1,,31.9,40.8,47.3,52.4,55.9,56.1,49.2
09-25,42.9,46.2,56.1,57.3,44.7,35.9,50.1,52.4,56.6,53.5,50.5,50.6,,35.9,43.0,47.4,53.1,56.6,57.3,50.6
09-26,43.0,36.1,53.7,54.8,47.8,38.9,49.5,50.1,56.3,52.5,52.5,50.9,,36.1,39.3,48.3,52.5,54.7,56.3,50.5
09-27,45.1,30.6,42.7,54.0,49.7,41.9,53.4,51.1,48.2,52.1,51.4,52.4,,30.6,41.9,46.0,51.9,53.3,54.0,50.4
09-28,47.5,38.6,39.6,55.6,48.9,40.5,56.0,48.8,46.3,48.3,53.2,50.8,,38.6,39.7,46.7,50.3,55.3,56.0,48.6
09-29,49.9,45.2,40.2,54.8,46.5,44.3,54.8,39.7,51.0,37.5,53.2,52.1,,37.5,39.8,44.5,51.7,54.6,54.8,48.2
09-30,51.0,47.4,42.9,55.0,45.6,48.6,52.4,39.4,53.5,37.4,50.0,45.2,,37.4,39.8,45.4,50.7,53.4,55.0,48.0
