date,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
07-10,60.5,60.5,56.7,53.2,61.8,64.2,55.7,47.0,58.9,59.6,64.0,60.5,61.6,65.7,63.2,60.1,,47.0,54.4,59.3,61.7,64.1,65.7,60.5
07-11,60.5,59.0,55.7,54.3,62.5,59.7,56.6,50.4,48.6,58.3,59.7,59.4,63.4,66.0,62.1,61.3,,48.6,52.3,57.4,60.9,63.0,66.0,59.6
07-12,59.3,59.6,60.2,53.4,63.5,54.5,60.5,54.7,56.8,55.6,57.5,61.6,65.7,65.6,61.3,62.9,,53.4,54.6,57.2,61.5,64.6,65.7,59.9
07-13,60.6,60.9,59.9,52.4,58.4,58.1,63.2,56.1,57.9,57.1,60.2,57.0,65.1,61.4,61.1,62.3,,52.4,56.5,58.0,61.0,62.7,65.1,60.0
07-14,59.9,55.1,60.4,54.1,53.0,59.1,64.4,54.0,60.4,58.8,56.8,61.1,61.8,58.9,61.1,60.1,,53.0,54.0,57.8,60.4,61.5,64.4,59.5
07-15,62.5,59.0,62.1,55.5,52.2,59.9,62.2,54.5,62.6,62.0,59.4,62.2,62.0,59.8,57.7,60.6,,52.2,55.0,59.2,62.1,62.3,62.6,60.3
07-16,56.3,61.9,64.7,58.0,52.0,58.0,59.6,57.4,60.4,61.8,60.9,63.4,60.0,60.1,62.2,65.0,,52.0,56.9,58.8,61.9,64.1,65.0,60.2
07-17,59.1,64.0,63.9,59.3,54.7,56.4,58.5,59.5,62.4,62.6,61.7,60.9,61.6,62.8,64.6,68.1,,54.7,57.5,59.4,62.7,64.3,68.1,61.6
07-18,61.0,64.7,64.2,58.1,58.8,57.3,59.5,54.0,55.7,64.0,63.6,61.1,63.2,64.1,63.3,60.7,,54.0,56.5,59.1,63.5,64.1,64.7,61.1
07-19,63.4,62.3,65.7,58.4,59.7,61.0,61.8,53.7,57.2,60.2,64.4,62.4,62.8,61.8,63.6,60.0,,53.7,57.8,60.1,62.6,64.0,65.7,61.8
07-20,60.2,61.6,63.4,58.8,58.5,62.5,58.5,50.9,60.8,57.9,62.2,61.9,62.1,59.6,61.5,60.1,,50.9,58.2,59.2,61.7,62.4,63.4,60.5
07-21,56.6,60.4,59.0,59.0,58.8,63.1,60.0,52.2,60.8,58.2,61.9,63.1,62.0,58.9,62.7,62.0,,52.2,57.4,58.9,61.9,62.9,63.1,60.2
07-22,57.9,61.0,60.9,58.8,58.5,64.3,63.0,54.8,62.0,59.5,61.1,64.5,53.5,60.3,65.1,65.4,,53.5,56.4,59.2,62.5,64.8,65.4,61.0
07-23,60.9,63.9,61.2,59.8,57.6,64.6,62.8,57.5,62.4,61.4,61.4,62.3,53.6,60.5,66.0,66.4,,53.6,57.5,60.7,62.6,65.3,66.4,61.4
07-24,62.5,60.5,62.4,62.2,57.8,57.3,61.9,58.0,63.0,59.6,62.6,60.9,54.9,62.7,56.9,63.7,,54.9,57.1,58.8,62.4,62.9,63.7,61.4
07-25,63.4,58.9,63.0,61.9,58.5,61.3,62.7,57.8,62.6,52.8,63.0,56.1,56.2,59.6,56.0,61.5,,52.8,56.1,58.1,62.3,63.0,63.4,60.5
07-26,60.2,58.4,58.9,54.6,61.6,63.0,60.6,58.7,63.5,57.0,63.5,56.0,58.4,59.0,62.0,61.5,,54.6,56.5,58.5,61.5,63.3,63.5,59.6
07-27,58.4,60.3,58.8,53.5,58.2,56.5,61.2,55.9,64.8,59.3,63.8,56.1,58.5,58.3,62.0,63.4,,53.5,56.0,58.2,60.8,63.6,64.8,58.6
07-28,57.9,58.9,58.8,57.4,57.2,54.7,56.2,52.1,65.8,56.6,60.6,58.8,57.7,59.7,58.1,65.0,,52.1,55.4,57.3,58.9,62.8,65.8,58.0
07-29,61.4,57.5,57.4,60.0,57.9,53.1,52.7,56.8,65.5,58.8,62.5,62.1,61.3,58.9,55.5,65.4,,52.7,54.3,57.4,61.3,63.9,65.5,58.9
07-30,61.4,56.5,59.9,61.4,55.3,57.5,53.9,59.1,61.8,58.2,61.9,62.4,63.8,56.4,56.9,64.5,,53.9,55.8,57.2,61.6,63.1,64.5,59.5
07-31,62.9,57.3,59.9,56.2,57.4,60.7,54.8,60.4,60.0,59.4,64.1,54.9,65.6,57.9,58.5,58.7,,54.8,55.6,57.6,60.2,63.5,65.6,59.1
08-01,65.0,58.5,57.1,54.8,56.0,56.1,55.2,60.9,60.4,61.2,61.8,56.9,66.1,56.1,57.7,54.8,,54.8,55.0,56.1,60.7,63.4,66.1,57.4
08-02,62.5,60.6,57.7,57.9,59.6,57.5,57.1,54.6,63.1,61.5,60.0,60.7,66.3,54.5,57.8,53.2,,53.2,54.5,57.6,60.6,62.8,66.3,58.8
08-03,63.5,62.0,59.5,55.2,59.7,58.1,55.8,50.7,60.8,61.0,60.6,59.7,66.2,57.3,60.3,53.3,,50.7,54.2,57.7,60.7,62.7,66.2,59.7
08-04,63.5,60.6,56.4,55.0,60.5,59.5,53.3,57.9,55.2,57.5,58.7,59.8,64.2,59.4,62.6,56.8,,53.3,55.1,57.1,60.2,63.1,64.2,59.0
08-05,59.9,58.7,54.4,57.0,60.1,59.2,53.5,58.8,55.8,57.6,60.7,61.1,62.4,62.1,60.2,58.6,,53.5,55.1,58.1,60.1,61.6,62.4,59.0
08-06,55.9,58.5,56.0,57.2,60.4,59.1,55.2,56.3,55.3,54.2,60.0,63.0,60.4,60.8,57.8,58.8,,54.2,55.3,56.2,59.5,60.6,63.0,58.1
08-07,53.8,50.5,51.7,57.4,61.0,55.3,55.1,51.8,56.4,52.8,60.7,55.3,58.2,54.7,57.6,57.7,,50.5,51.8,54.2,57.5,59.4,61.0,55.3
08-08,55.5,45.9,50.7,59.0,64.0,53.2,54.4,51.5,60.1,53.0,61.8,54.5,59.8,60.0,59.1,56.2,,45.9,51.1,53.8,59.5,60.9,64.0,55.9
08-09,55.5,48.0,52.4,59.2,63.6,53.1,55.0,54.5,60.0,56.2,63.4,56.3,59.9,61.2,62.4,42.1,,42.1,50.2,54.7,59.9,62.9,63.6,56.2
08-10,57.4,54.1,55.4,59.3,59.2,53.0,56.1,56.9,55.3,56.6,64.1,56.0,61.5,60.3,62.9,58.3,,53.0,54.7,56.0,59.3,62.2,64.1,57.1
08-11,56.5,57.9,58.0,59.7,60.1,54.2,58.5,54.8,55.3,56.8,63.0,55.9,61.2,59.6,60.5,57.5,,54.2,55.1,56.7,59.7,60.8,63.0,58.0
08-12,57.9,59.5,55.1,59.4,60.4,51.2,56.8,54.2,55.5,55.3,62.7,55.7,61.2,61.6,57.8,58.4,,51.2,54.7,55.6,59.4,61.4,62.7,57.9
08-13,59.4,56.4,55.4,61.8,54.9,56.0,51.5,57.7,56.0,56.8,62.6,58.2,62.1,64.5,58.3,59.0,,51.5,55.2,56.2,59.2,62.4,64.5,58.0
08-14,59.9,55.8,58.0,55.4,56.2,58.2,55.2,61.8,58.8,56.0,59.9,60.2,62.1,63.9,57.3,60.3,,55.2,55.6,56.7,60.1,61.9,63.9,58.5
08-15,53.4,49.8,60.7,56.1,59.1,59.7,57.5,62.7,57.2,51.1,58.9,61.2,63.1,63.2,56.4,59.9,,49.8,52.2,56.8,60.3,62.9,63.2,59.0
08-16,48.9,48.4,59.2,58.3,59.9,60.9,59.5,61.7,58.4,52.9,60.0,60.2,64.6,61.1,57.7,59.0,,48.4,50.9,58.4,60.1,61.4,64.6,59.3
08-17,53.2,51.7,60.2,60.1,59.9,58.4,60.8,60.6,56.2,56.4,60.8,58.9,65.9,58.2,59.2,58.5,,51.7,54.7,58.3,60.2,60.8,65.9,59.1
08-18,57.4,52.7,57.7,59.7,61.4,58.8,62.0,55.0,56.7,57.7,57.5,60.7,67.2,51.3,60.3,55.3,,51.3,53.9,57.1,60.0,61.7,67.2,57.7
08-19,60.4,56.1,50.6,59.8,61.7,57.9,50.3,54.1,57.6,57.5,56.6,59.9,66.9,40.8,53.8,56.3,,40.8,50.5,55.1,58.9,61.0,66.9,57.1
08-20,59.3,59.8,55.5,58.1,57.9,58.3,50.7,56.3,57.2,57.5,58.1,60.2,64.9,47.1,51.2,61.1,,47.1,50.9,56.7,58.8,60.6,64.9,58.0
08-21,61.8,62.8,60.7,56.9,59.8,58.6,52.2,59.9,58.0,56.3,52.0,61.8,64.2,52.2,53.9,56.6,,52.0,52.2,56.4,60.3,62.3,64.2,58.3
08-22,60.1,64.5,59.7,59.2,53.9,55.8,50.6,58.4,55.8,55.8,52.0,59.6,64.8,55.3,56.5,53.8,,50.6,52.9,55.5,59.4,62.3,64.8,56.2
08-23,61.6,54.5,50.6,61.6,54.0,50.5,44.7,57.2,54.1,56.2,53.9,58.6,62.6,56.8,59.2,54.6,,44.7,50.6,54.1,57.9,61.6,62.6,55.4
08-24,60.7,50.9,54.7,61.5,56.4,51.8,49.0,61.1,52.6,55.0,56.4,60.4,64.1,56.3,59.2,53.0,,49.0,51.3,53.9,59.8,61.3,64.1,56.3
08-25,59.5,52.0,58.6,60.0,56.2,50.1,50.1,61.4,51.1,57.2,58.5,62.5,63.4,58.0,56.3,56.2,,50.1,50.6,56.2,59.1,62.0,63.4,57.6
08-26,58.0,55.1,61.2,58.8,57.0,50.2,49.1,51.8,48.5,59.6,58.8,57.2,63.9,58.5,55.2,56.5,,48.5,49.7,55.1,58.6,60.4,63.9,57.1
08-27,58.4,58.3,58.0,59.6,57.5,52.6,45.9,55.1,50.5,61.3,56.5,56.9,63.0,57.7,55.8,58.7,,45.9,51.5,56.2,58.4,60.5,63.0,57.6
08-28,57.0,59.9,56.3,58.0,59.4,54.0,50.3,56.8,52.9,61.9,51.7,60.8,61.8,57.9,57.7,58.4,,50.3,52.3,56.6,58.9,61.3,61.9,57.8
08-29,56.7,60.9,52.1,57.4,61.2,58.0,53.7,59.9,57.6,60.3,55.5,60.5,59.6,58.9,59.3,61.1,,52.1,54.6,57.5,60.1,61.0,61.2,59.1
08-30,59.2,61.3,46.0,57.7,58.1,59.5,56.5,57.8,57.8,59.3,57.1,61.1,58.4,60.1,61.2,45.3,,45.3,51.3,57.7,59.4,61.2,61.3,58.3
08-31,51.4,57.3,46.9,59.6,53.7,57.1,52.5,55.6,58.7,53.7,56.1,61.9,53.7,56.3,62.7,62.0,,46.9,51.9,53.7,58.0,61.9,62.7,56.2
09-01,40.5,58.3,51.9,57.6,53.1,54.5,51.9,54.0,54.4,56.1,52.2,62.0,48.7,50.2,63.5,50.2,,40.5,49.4,51.9,55.3,60.2,63.5,53.5
09-02,43.1,57.4,53.9,55.1,54.2,56.0,57.6,56.0,53.7,59.5,54.2,63.4,56.5,53.2,63.3,50.8,,43.1,52.0,54.0,57.0,61.4,63.4,55.5
09-03,48.0,55.0,56.4,54.3,55.2,56.3,58.6,56.4,53.7,62.0,55.2,59.7,60.0,53.3,64.5,52.6,,48.0,53.0,54.7,57.5,61.0,64.5,55.8
09-04,50.9,56.0,61.0,55.6,55.7,57.3,55.0,53.1,52.5,61.9,53.5,60.4,61.6,53.6,64.5,43.7,,43.7,51.7,53.5,58.8,61.8,64.5,55.7
09-05,49.1,52.1,57.0,54.8,56.0,58.1,49.3,51.5,48.9,60.4,52.1,59.7,64.2,55.8,65.2,48.4,,48.4,49.0,51.8,57.5,62.3,65.2,55.3
09-06,50.2,53.9,44.9,49.8,54.9,57.9,53.8,51.0,51.1,60.6,51.8,57.3,64.4,59.3,65.3,52.8,,44.9,50.0,51.4,57.6,62.5,65.3,53.8
09-07,52.5,55.6,49.7,50.2,52.0,55.0,55.5,52.0,52.5,56.1,54.5,56.8,60.0,59.7,65.7,53.5,,49.7,51.1,52.5,55.8,59.8,65.7,54.8
09-08,54.1,54.5,49.6,51.1,52.7,50.0,51.3,52.3,54.2,53.5,58.1,51.8,30.7,60.1,63.8,55.2,,30.7,49.8,51.6,54.3,59.1,63.8,53.1
09-09,49.7,56.0,44.5,49.8,55.3,50.2,46.0,54.5,50.9,51.0,57.7,49.1,32.4,62.0,57.4,54.3,,32.4,45.3,49.8,54.9,57.5,62.0,50.9
09-10,47.4,56.7,39.8,47.6,56.5,48.3,47.9,56.4,52.6,53.5,59.9,50.8,39.0,57.6,53.5,51.5,,39.0,43.6,48.1,55.0,57.1,59.9,52.1
09-11,43.2,56.9,45.9,46.6,49.8,48.7,49.2,57.3,55.6,56.9,59.1,39.8,46.8,54.8,55.5,51.0,,39.8,44.6,47.7,55.6,57.1,59.1,50.4
09-12,43.6,54.9,52.1,47.6,48.8,48.6,47.9,57.8,53.8,54.8,58.1,43.5,52.1,55.1,56.7,50.1,,43.5,45.6,48.7,54.8,57.2,58.1,52.1
09-13,48.7,49.4,53.4,48.3,50.8,48.3,52.3,57.5,47.1,53.9,56.0,49.0,53.3,56.5,49.6,47.6,,47.1,47.9,48.9,53.3,56.3,57.5,50.2
09-14,49.6,46.1,54.2,46.0,53.3,47.0,54.6,52.1,43.2,45.4,55.4,53.9,55.0,55.5,46.6,46.7,,43.2,45.7,46.6,54.0,55.2,55.5,50.9
09-15,51.8,42.2,51.2,44.8,53.7,47.4,55.5,47.5,41.3,39.4,58.8,55.6,56.0,56.6,47.1,47.3,,39.4,41.7,47.2,54.6,56.3,58.8,49.4
09-16,52.6,48.0,53.4,44.1,53.6,52.6,56.8,47.8,43.7,40.8,57.8,52.8,56.0,55.0,46.7,49.0,,40.8,43.9,47.9,53.5,56.4,57.8,52.6
09-17,49.6,49.5,56.2,44.3,50.7,53.5,57.3,46.6,46.8,44.9,56.9,48.5,56.4,54.4,47.1,51.0,,44.3,45.8,47.8,54.0,56.6,57.3,50.1
09-18,49.8,50.6,56.5,46.7,50.4,49.4,56.3,44.1,53.0,49.7,56.3,50.2,56.4,48.4,50.3,49.5,,44.1,47.6,49.6,51.8,56.3,56.5,50.2
09-19,50.7,50.8,58.7,49.3,52.1,44.6,55.0,47.5,56.4,46.0,54.8,51.1,53.2,48.3,53.0,49.9,,44.6,46.7,49.6,53.1,55.7,58.7,50.9
09-20,51.6,50.7,55.0,50.8,51.6,48.9,56.5,50.7,53.2,47.9,47.0,38.5,51.1,39.3,51.6,49.2,,38.5,43.2,49.0,51.6,54.1,56.5,50.8
09-21,50.8,41.5,53.4,50.0,52.5,51.6,48.0,54.5,46.9,48.7,50.1,38.9,55.4,43.8,48.7,45.6,,38.9,42.7,47.4,51.2,53.9,55.4,49.4
09-22,45.1,42.6,50.1,49.4,54.1,43.0,48.9,54.2,45.3,37.0,53.1,45.0,51.5,50.1,47.3,43.1,,37.0,42.8,45.1,50.1,53.6,54.2,48.1
09-23,44.2,46.2,44.8,51.3,53.5,41.3,51.6,55.3,33.8,33.6,53.0,47.9,53.5,49.5,45.9,43.0,,33.6,37.6,44.5,51.5,53.5,55.3,47.1
09-24,50.3,48.3,49.0,51.8,47.8,46.3,53.9,56.4,35.2,29.8,48.9,48.6,57.0,50.6,47.8,46.9,,29.8,40.8,47.8,50.4,55.1,57.0,48.8
09-25,54.0,52.2,54.2,53.1,41.5,42.1,55.4,56.9,41.3,32.9,45.5,51.5,56.7,53.1,49.9,49.7,,32.9,41.4,47.6,53.6,56.0,56.9,51.9
09-26,53.8,54.5,56.0,51.4,42.4,37.4,54.7,56.2,47.2,37.1,46.5,52.3,53.8,54.4,51.7,50.7,,37.1,39.9,49.0,54.1,55.3,56.2,52.0
09-27,53.3,55.3,56.8,52.3,43.6,28.5,46.3,55.9,49.4,41.9,51.4,50.5,43.9,54.7,52.9,53.1,,28.5,42.7,47.9,53.2,55.6,56.8,51.9
09-28,49.7,54.8,57.5,54.0,46.3,35.7,40.7,56.3,51.3,38.5,53.6,51.5,41.9,48.8,51.1,51.3,,35.7,39.6,47.5,52.6,55.5,57.5,51.2
09-29,51.6,55.3,57.2,54.3,48.7,45.1,37.8,55.7,46.6,41.5,55.5,41.0,49.3,36.5,50.9,52.0,,36.5,39.4,45.9,53.2,55.6,57.2,50.1
09-30,52.0,31.8,55.6,53.5,50.4,48.9,39.9,55.5,46.4,44.3,53.9,37.7,52.3,37.6,46.7,50.6,,31.8,37.6,45.4,52.2,54.7,55.6,49.6
